District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Naujojoje Vilnioje,Arimų ,15,100,6.67,FALSE,9,2,2,2018,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, atskiras įėjimas, kabelinė televizija, internetas, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, renovuotas namas","Sandėliukas, vieta automobiliui","Su baldais, plastikiniai vamzdžiai, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Kodinė laiptinės spyna, signalizacija, budintis sargas","Hostelis Šokolado Namai ( Trumpalaike - Ilgalaike)Naujai suremontuotos patalpos. Kambaryje lovos kaina menesiui yra 100€. Lovu skaicius kambaryje 2, 3 arba 4. Tik 9km iki Rotuses aikstes. Autobuso stotele 5 metrai nuo pastato. Artimiausia parduotuve 300 metru. Stovejimo aikstele automobiliams. Bendro naudojimo virtuve, dusai, atskira poilsio patalpa su teniso stalu , televizoriumi, stalo futbolu. Patalpose yra nemokamas Wifi (Internetas).        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-arimu-g-hostelis-sokolado-namai-trumpalaike-4-826513/,Vilnius
Senamiestyje,A. Strazdelio ,46,550,11.96,TRUE,2,3,4,2007,2007,TRUE,Mūrinis,"Centrinis, elektra",Įrengtas,"Atskiras įėjimas, aukštos lubos, nauja kanalizacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros","Išnuomojamas 2 kambarių, 46 kv.m. pilnai įrengtas butas su parkavimu (gatvėje vienam automobiliui) Vilniaus senamiestyje, šalia Vilniaus gynybinės sienos Bastėjos, su  puikiais vaizdais į Vilniaus senamiestį.  Butas yra istorinio, 2007 m. pilnai renovuoto namo su autentiškomis detalėmis, ekskliuzyvine laiptinių bei lifto apdaila, 3-ame aukšte. Rakinamas kiemas, kodinė laiptinės spyna.  Butas laisvas, po tik ką atlikto kosmetinio remonto.  Miegamojo kambarys izoliuotas, svetainėje išskleidžiama dvigulė sofa-lova. Patogus vonios kambarys, erdvi drabužinė su automatine skalbimo mašina bei drabužių lyginimo reikmenimis. Virtuvė su visa buitine technika, yra indaplovė, visi kiti buoties reikmenys. Individuali šilumos bei karšto vandens apskaita. Nors butas yra pačioje senamiesčio širdyje (4 min. pėsčiomis iki Filharmonijos, 7 min iki Rotušės aikštės, 8 min iki Halės turgaus), namas yra tylioje, naujai išgrystoje A.Strazdelio gatvėje. Patogus susisiekimas su bet kuria miesto dalimi tiek automobiliu, tiek viešuoju transportu.  Be tarpininkų, pirmenybė teikiama ilgalaikei nuomai.  EN For rent 2 bedrooms flat, 46 sq.m. fully-equipped with parking (on the street for one car) in the Old Town of Vilnius, next to Vilnius's defensive wall of Basteja, with great views of Vilnius Old Town. The apartment is located in historic building, which was fully reconstructed in 2007. The apartment is on the 3rd floor of the building with genuine details, ecclesiastic staircase and elevator decorations.  Lockable and secure courtyard and main entrance. The apartment is free and available for rent immediately, recently refurbished.  The bedroom is isolated and the living room has a double sleeping sofa. Comfortable bathroom, spacious wardrobe with automatic washing machine and ironing facilities. Kitchen with all household appliances, dishwasher, all other necessary equipment. Although the apartment is located in the very heart of the Old Town (4 minutes walking to the Philharmonic, 7 minutes to the Town Hall Square, 8 minutes to the Hall Market), the place is on quiet, newly cobbled A.Strazdelio Street. Convenient connections to any part of the city, either by car or by public transport. Long-term rent agreement preferred, no agency fees - directly from the owner. ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-nuomojamas-46-kvm-pilnai-irengtas-butas-su-4-826411/,Vilnius
Fabijoniškėse,S. Stanevičiaus ,25,130,5.2,TRUE,1,16,17,1990,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, signalizacija","Nuomojami jaukūs kambariai Fabijoniškėse erdviame 4 kambarių bute!  BE ŠEIMININKŲ! Be tarpininkų – NĖRA jokio agentūros mokesčio! Kambaryje labai patogūs natūralios odos sofos-lovos ir foteliai. Sofos lovos išsilanksto į dvigulę lovą. Yra super greitas šviesolaidinis internetas. Wi-Fi visame bute + pravesti laidai. Bute supirkta kokybiška buitinė technika: skalbimo mašina su LCD ekranu ir LT meniu, integruota indaplovė, integruota stiklo keramikos kaitlentė, orkaite, gartraukis, naujas didžiulis talpus šaldytuvas, mikrobangų krosnelė, el. virdulys, dulkių siurblys. Erdvi virtuvė su kokybišku virtuvinių baldų komplektu, praplėsta prijungus balkoną. Virtuvėje yra ant sienos pakabintas TV. Kokybiški plastikiniai langai, dvejos šarvuotos durys, rakinama laiptinė su telefonspyne. Bute yra sumontuota apsaugos signalizacija su judesio davikliais visuose kambariuose. Prie namo yra nemokama aikštelė automobilių parkavimui. Tualetas ir vonia atskirai. Abiejuose patalpose LED apšvietimas. Kokybiška dušo kabina, su keramikiniu padu, klozetas su integruotu bakeliu ir begarsio nusileidimo dangčiu. Bute yra tamsus kambariukas – sandėliukas, kuriame sumontuota kokybiška skalbimo mašina ir lentynos daiktams laikyti. Taip pat yra atskira rakinama patalpa dviračių laikymui su sumontuotais dviračių laikikliais ant sienos. Koridoriuje yra talpi sieninė spinta. Atskiras įėjimas į butą, tvarkingi ir draugiški kaimynai. Butas yra šviesus ir saulėtas – langai orientuoti į rytinę pusę. Kambariai nuomojami gyventi be šeimininkų! Niekas nepriekaištaus, kad per vėlai grįžtate, per dažnai maudotės ar naudojate per daug elektros. Nedideli komunaliniai mokesčiai. Tvarkingas 1990 statybos monolitinis namas, visai neseniai namas atnaujintas - pakeisti visi laiptinės langai ir durys, todėl šildymas pigesnis. Butas puikioje vietoje. Prie pat yra Vilniaus kolegija – 600 m., Vilniaus, Mykolo Riomerio universitetas – 1 km. Šalia esančios parduotuvės: IKI 110 m., Maxima 190 m., Kubas 140 m., ... PC Mandarinas 830 m., PC Akropolis 1,7 km. Prie pat namo 10 m. ir 100 m. atstumu viešojo transporto stotelės. Iki miesto centro 4,6 km. Nuomos kainos: *Kambarys 10,6 kv.m. – 130 € + fiksuoti komunaliniai. (jau užimtas) *Kambarys 13 kv.m. padidintas prijungus balkoną (melsvomis sienomis) – 160 € + fiksuoti komunaliniai. (LAISVAS nuo Rugpjūčio 1d.!) *Kambarys 14,7 kv.m. su natūralios odos baldais ir didžiule sienine spinta – 160 € + fiksuoti komunaliniai. (LAISVAS nuo Rugsėjo 1d.!) *Kambarys 19 kv.m. su natūralios odos baldais – 160 € + fiksuoti komunaliniai. (jau užimtas) Reikalavimai nuomininkui: Kambarys nuomojamas tik 1 žmogui. Be naminių gyvūnų. Būti tvarkingam. Tel 865513714        ",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-atsilaisvina-kambarys-4-kambariu-100-kvm-4-826341/,Vilnius
Šnipiškėse,Lvovo ,86,650,7.56,FALSE,3,2,4,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,"Išnuomojamas jaukus ir šviesus, 3 kambarių, 86 m² butas Šnipiškėse, Lvovo g. Aukštas 2/4. Bute pusiau atvira svetainės - virtuvės erdvė, miegamasis, darbo kambarys ir vonios kambarys (vonia). Nuomojamas su visais baldais ir buitine technika (mikrobangų krosnelė, kavos virimo aparatas). Jaukumo suteikia židinys, 2 balkonai (įstiklinti). Bute įrengtas ekonomiškas dujinis - autonominis šildymas. Butas saugioje ir ramioje vietoje, yra signalizacija, šarvuotos durys, rakinama laiptinė. Automobiliui - garažas už atskirą kainą. Šalia centras, prekybos centras ""Europa"", upė Neris.         ",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-isnuomojamas-jaukus-ir-sviesus-3-kambariu-4-826257/,Vilnius
Žvėryne,D. Poškos ,65.86,725,11.01,TRUE,3,1,2,1909,0,FALSE,Medinis,Dujinis,Įrengtas,"Atskiras įėjimas, aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Sandėliukas, terasa, rūsys, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina",Signalizacija,"DOMINA TIK ILGALAIKĖS NUOMOS PASIŪLYMAI.  Įgyvendink savo svajonę ir įsikurk Žvėryne !!! Jūsų laukia jaukiai suremontuotas ir pilnai įrengtas butas su žemės sklypu autentiškame Žvėryno vasarnamyje, prie pat Vingio parko. Pilnai rekonstruotas, su atskiru įėjimu, trijų kambarių, 66 m2 ploto, butas su autonominiu dujiniu šildymu. Uosinis parketas, uosinės originalaus dizaino durys, mediniai (dviejų stiklo paketų) langai bei medinės palangės, DonatasSan  individualios gamybos virtuvinis komplektas su korpusiniais baldais ir spintomis (Naudota Hettich vokiška furnitūra). Erdvi vonia, paruošta vieta suomiškai pirčiai, sandėliukas.  Butas iš vidaus apšildytas 10 cm. storio PAROC akmens vata, tad žiema šilta, o vasara vėsu. Autonominį dujinį šildymą užtikrina Buduerus 14 kW momentinio pakaitinimo katilas, kambariuose ir tambūre įrengtas radiatorinis šildymas, vonioje grindinis šildymas. Pilnai įrengta terasa sukurta maloniai leisti jaukius vakarus miesto centre, yra atitverta sklypo dalis Jūsų būsimam išpuoselėtam gėlynui po buto langais.   Parkavimas gatvėje prie namo, kur visuomet yra vietos mašinai (-oms) pastatyti. Buto langai išeina į rytų, vakarų ir šiaurines puses, kas užtikrina puikią savijautą esant buto viduje. Visuomet gėrėsitės saulės tekėjimu ir saulėlydžiu.  Patalpų detalus išdėstymas.  Tambūras – 2 m2 Darbo/vaikų kambarys – 5 m2 (galima sujungti su sandėliuku (2 m2), tokiu atveju plotas iki 7 m2) Kolidorius – 11 m2 Vonia – 12 m2 Sveitainė sujungta su virtuve – 20 m2 Miegamasis – 14 m2 Patalpos atsilaisvina nuo rugpjūčio mėn. Nekilnojamojo turto agentų prašytume be klientų netrukdyti.  **************************************** Make your dream come true and settle in Žvėrynas !!! A stone’s throw from the Parliament, bordered on three sides by the river Neris, rich in wooden architecture and with the most beautiful park in Vilnius serving as its backyard, it’s little wonder that Žvėrynas is one of the most prestigious neighbourhoods in the city. It’s a self-contained little oasis full of laidback restaurants and beautiful houses. It’s where rustic charm and urban elegance meet together.  Žvėrynas means “land of beasts” because the area was once used by a wealthy noble family to keep wild animals for hunting. In the 19th century, the area transformed into a fashionable residential district built according to a grid plan of parallel streets. Ornate wooden villas and tree-lined pavements gave Žvėrynas a distinctly rural ambiance. If you are all in the history and prefer to sense this type of charm, apartment is looking for you to settle in and enjoy perfect neighborhood.   Apartment is located in the historical building of architect Mr. Anton Filipowicz-Dubownik that was built in 1902.  Completely renovated, with separate entrance, three-room, 66 m2, apartment with autonomous gas heating is avaliable for you. Ash tree parquet, wooden (double glazed) windows, DonatasSan individual design high end kitchen, cabinets and closets (German Hettich fittings) will make your life easier.  Autonomous gas heating is provided by the Buduerus instant heat boiler of 14 kW, via radiator heating system and floor heating in the bathroom. The fully-equipped terrace is designed to pleasantly enjoy the cozy evenings while being near the city center. Parking is no problem at all. There are a lot of places available on the street next to the house. The windows of the apartment are oriented towards east, west and north directions, which ensures a great feeling inside the apartment. With no doubt you will always enjoy sunrise and sunsets. Apartment has own alarm system with fire detectors with connectivity option to security company.  Detail layout of apartment: Entrance area - 2 m2 Work / children's area - 5 m2  Corridor - 11 m2 Bathroom - 12 m2 Livingroom with kitchen - 20 m2 Master bedroom - 14 m2 Storage place – 2 m2.  We would consider your proposals for a long-term rent.",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-d-poskos-g-domina-tik-ilgalaikes-nuomos-pasiulymai-4-826253/,Vilnius
Žirmūnuose,Žirmūnų ,12,160,13.33,FALSE,1,11,12,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna","Išnuomuojamas vienas kambarys , triju kambarių bute , Žirmūnų pradzioje,Žirmūnų mikrorajone be šeimininkų. Strategiškai gera vieta.Šalia prekybos centrai ,geras susisiekimas visuomeniniu transportu, Laiptinės spyna koduota.Buto durys- seifinės. Butas -suremontuotas.Kambarys -jaukus,šiltas,tvarkingas . Išnuomuojama su baldais ir buitine technika: viryklė,šaldytuvas,skalbyklė. Vonios kambaryje dušo kabina ir Wc kartui. Kaina 160eurai plius 1/3komunalinės išlaidų. Kituose kambariuose gyvena vaikinas ir merginai. Jei kambarys tiks bus taikomas vienkartinis tarpininkavimo mokestis-100        ",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomuojamas-vienas-kambarys-triju-4-826251/,Vilnius
Senamiestyje,Šermukšnių ,30,300,10,TRUE,1,1,2,1960,0,FALSE,Mūrinis,"Centrinis, kita",Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Išnuomojama vieno kambarių butas , Šermukšnių gatvėje . Strategiškai gera vieta. Miesto centras,šalia Gedimino prospektas, Katedra,valstybinės įstaigos, Universitetai, prekybos centrai,šalia Lukiškių aikštė,geras,susisiekimas. Butas-tvarkingas. Išnuomuojama su baldais-virtuvės komplektas,sofa lova,stalas,spinta ir buitine technika: dujinė viryklė,šaldytuvas,skalbyklė.  Dušo kabina ir Wc atskirai . Išnuomuojama asmenims be žalingų įpročių ir be gyvūnų. Jei butas tiks vienkartinis agentūros mokestis-120.         ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sermuksniu-g-isnuomojama-vieno-kambariu-butas-4-826247/,Vilnius
Naujamiestyje,Smolensko ,70,695,9.93,FALSE,2,7,11,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"NUOMOJAMAS TOBULAS BUTAS SU PARKINGU NAUJAMIESTYJE  Atidžiau peržvelkite nuotraukas ir įsitikinsit, kad butas įrengtas išskirtinai kokybiškai ir turi absoliučiai viską ko reikia komfortiškam gyvenimui įskaitant ir oro kondicionierių. Puiki lokacija tik 12 min.pėsčiomis iki senamiesčio.  Butas ideliai tinka porai arba vienam asmeniui. Butas laisvas nuo 2018m.08.21d. Jeigu domintų nuoma trumpesniam nei metų laikotarpiui, kaina 1400 EUR mėnesiui. Turite klausimų, mielai į juos atsakysiu telefonu arba el.paštu. Brokerių paslaugų nepageidauju, todėl būčiau dėkingas jei netrukdytumėte. p.s.butas nenuomojamas interesantams su mažais vaikas arba naminiais gyvūnais.",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-tobulas-butas-su-parkingu-4-695217/,Vilnius
Naujamiestyje,Vytenio ,40,550,13.75,TRUE,2,3,4,2000,2018,TRUE,Blokinis,Dujinis,Įrengtas,,,,,"Puikios naujienos loftu mylėtojams: Išnuomojamas įrengtas su baldais 40 kv.m loftas per du aukštus Vytenio g. Naujamiestyje. Stilingas, naujai įrengtas loftas laukia savo pirmo gyventojo. Loftas yra netoli Vilniaus centro 15-20 min pėščiomis. Loftas įrengtas pagal dizainerės projektą, naudojant kokybiškas medžiagas. Lofto lauko apšildytos sienos papuoštos meno kūriniu, kuris priklauso ""Menu fabrikas"" oficialiai meno galerijai ""open-gallery"", pro lofto langus matysite visus Menu fabrikas koncertus iki kuriu nueiti reikia tik 100 metrų.  ĮRENGIMAS: - Loftas yra naujai renovuotame pastate 3 aukšte.  - Moderniai ir kokybiškai įrengtas butas - virtuvės baldai su įmontuojama buitine technika: - Jūsų patogumui - viryklė, šaldytuvas, garų surinkėjas, orkaitė, indaplovė; - Svetainės baldai nauji. - Įrengta kondicionavimo vėdinimo sistema.  - Šildymas dujinis-autonominis, reguliuojamas. Butas yra labai siltas. - Talpios sieninės spintos kambario ir miegamojo kambariuose - Erdvi dušo kabina 1m/1.6m, skalbimo mašina (Electrolux); - Naujas televizorius SAMSUNG 2018 4K, internetas, kabelinė TV (Telia) - Rakinama laiptinė; - Įrengtas ir su baldais gamintais pagal užsakymą nestandartiniai erdvei  - Langai – nauji plastikiniai (orientuoti į Vilniaus meno galerija ""open-gallery"".)  - Durys - šarvo;  - Patogus susisiekimas tiek asmeniniu automobiliu, tiek ir viešuoju transportu BENDRA INFORMACIJA:  Nuomos kaina: nuo 550 EUR/mėn  Adresas: Vytenio g. 50, Naujamiestis  Bendras plotas:40 kv.m (grindų plotas 26kv.m, antresolė 14 kv.m) Aukštų sk.:3/4  Kambarių sk.: 2  Pastatas – mūrinis, renovuotas 2018 m INFRASTRUKTŪRA  Patogus susisiekimas viešuoju ar asmeniniu transportu 110 m iki parduotuvės IKI;  630 m iki Maximos 1,17 km iki Autobusų ir traukinių stoties;  2.6 km iki centro;  3.8 km iki Oro uosto; Buta nuomoja pats savininkas,todel tarpininkavimo mokestis nebus taikomas.  Tik ilgalaikei nuomai. NT brokeriu prasome neskambinti.",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-puikios-naujienos-loftu-myletojams-4-826229/,Vilnius
Senamiestyje,Mindaugo ,56,850,15.18,FALSE,2,4,6,2016,0,FALSE,Mūrinis,"Elektra, centrinis kolektorinis",Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui, drabužinė","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Visiškai naujas butas, įrengtas kokybiškai ir jaukiai. Įrengta rekuperacinė oro vėdinimo ir kondiciomavimo  sistema; Visa reikalinga buitinė technika (Electrolux virtuvės technika, Whirpool skalbimo mašina su džiovinimo funkcija); Kokybiška santechnika (Laufen, Grohe); Kokybiški mediniai langai ir durys; Didelė drabužinė. (Daug vietos daiktų laikymui); Bute yra du televizoriai; Du balkonai; Vieta požeminiame parkinge; Papildomas sandėliukas laiptinei; Maži komunaliniai mokesčiai; Butas yra geroje lokacinėje vietoje, geras susisiekimas, patogus privažiavimas; Šalia: prekybos centras „Maxima“, 0,4 km iki Vilniaus senamiesčio.",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-visiskai-naujas-butas-irengtas-kokybiskai-ir-4-760203/,Vilnius
